Country,Continent,PWT Code,WDI Code,pop75,pop09,gpop,k1975,k2009,kpw1975,kpw2009,hc1975,hc2009,rgdpwk1975,rgdpwk2009,rgdpch1960,rgdpch1965,rgdpch1970,rgdpch1975,rgdpch1980,rgdpch1985,rgdpch1990,rgdpch1995,rgdpch2000,rgdpch2005,rgdpch2006,rgdpch2007,rgdpch2008,rgdpch2009,gy7509,ki1975,ki2009,meanki,natsav09,grodomsav75,grodomsav09,govsp75,govsp09,privcap09,fdi09,imports75,imports09,trade75,trade09,openfrac,martax09,migration10,labfor75,labfor09,labpop75,labpop09,indgdp75,indgdp09,agrigdp75,agrigdp09,aggdpperagworker09,percemployagr10,natcap00,mindep09,endep09,fordep09,co2emm07,tfr75,tfr09,infmor09,malaria94,malariaecology,calories07,lifeex75,lifeex09,agedep75,agedep09,avgsch75,avgsch2010,collegeadultpop2010,compcollegeadultpop2010,avgyrsfemaleed,intuser09,tele09,cells09,comp05,gini09,topincsh09,botincsh09,ethnicfractionalization,rulelaw2009,corrcon09,polrights10,instability,obedience,perseverance,faith,trust,latitude,area
Malawi,3,MWI,MWI,5317309,15000000,3.05,5317309,36873104352,5317309,5317309,5317309,5317309,5317309,5317309,5317309,5317309,5317309,5317309,5317309,5317309,5317309,5317309,5317309,5317309,5317309,5317309,5317309,5317309,5317309,5317309,5317309,5317309,-7.68,5317309,5317309,5317309,5317309,5317309,5317309,5317309,5317309,5317309,5317309,5317309,5317309,5317309,5317309,5317309,5317309,5317309,5317309,5317309,5317309,5317309,5317309,5317309,5317309,5317309,5317309,5317309,5317309,5317309,5317309,5317309,5317309,5317309,5317309,5317309,5317309,5317309,5317309,5317309,5317309,5317309,5317309,5317309,5317309,5317309,5317309,5317309,5317309,5317309,5317309,5317309,5317309,5317309,5317309,5317309,5317309,5317309,5317309,5317309,5317309,5317309
Malaysia,2,MYS,MYS,12300000,27800000,2.4,12300000,8.88E+11,12300000,12300000,12300000,12300000,12300000,12300000,12300000,12300000,12300000,12300000,12300000,12300000,12300000,12300000,12300000,12300000,12300000,12300000,12300000,12300000,12300000,12300000,12300000,12300000,35.75,12300000,12300000,12300000,12300000,12300000,12300000,12300000,12300000,12300000,12300000,12300000,12300000,12300000,12300000,12300000,12300000,12300000,12300000,12300000,12300000,12300000,12300000,12300000,12300000,12300000,12300000,12300000,12300000,12300000,12300000,12300000,12300000,12300000,12300000,12300000,12300000,12300000,12300000,12300000,12300000,12300000,12300000,12300000,12300000,12300000,12300000,12300000,12300000,12300000,12300000,12300000,12300000,12300000,12300000,12300000,12300000,12300000,12300000,12300000,12300000,12300000
Maldives,5,MDV,MDV,132608,396000,3.22,132608,6816859765,132608,132608,132608,132608,132608,132608,132608,132608,132608,132608,132608,132608,132608,132608,132608,132608,132608,132608,132608,132608,132608,132608,132608,132608,20.39,132608,132608,132608,132608,132608,132608,132608,132608,132608,132608,132608,132608,132608,132608,132608,132608,132608,132608,132608,132608,132608,132608,132608,132608,132608,132608,132608,132608,132608,132608,132608,132608,132608,132608,132608,132608,132608,132608,132608,132608,132608,132608,132608,132608,132608,132608,132608,132608,132608,132608,132608,132608,132608,132608,132608,132608,132608,132608,132608,132608,132608
Mali,3,MLI,MLI,6217503,13400000,2.26,6217503,26192464306,6217503,6217503,6217503,6217503,6217503,6217503,6217503,6217503,6217503,6217503,6217503,6217503,6217503,6217503,6217503,6217503,6217503,6217503,6217503,6217503,6217503,6217503,6217503,6217503,20.69,6217503,6217503,6217503,6217503,6217503,6217503,6217503,6217503,6217503,6217503,6217503,6217503,6217503,6217503,6217503,6217503,6217503,6217503,6217503,6217503,6217503,6217503,6217503,6217503,6217503,6217503,6217503,6217503,6217503,6217503,6217503,6217503,6217503,6217503,6217503,6217503,6217503,6217503,6217503,6217503,6217503,6217503,6217503,6217503,6217503,6217503,6217503,6217503,6217503,6217503,6217503,6217503,6217503,6217503,6217503,6217503,6217503,6217503,6217503,6217503,6217503
Malta,1,MLT,MLT,327842,404524,0.62,327842,22260589301,327842,327842,327842,327842,327842,327842,327842,327842,327842,327842,327842,327842,327842,327842,327842,327842,327842,327842,327842,327842,327842,327842,327842,327842,13.01,327842,327842,327842,327842,327842,327842,327842,327842,327842,327842,327842,327842,327842,327842,327842,327842,327842,327842,327842,327842,327842,327842,327842,327842,327842,327842,327842,327842,327842,327842,327842,327842,327842,327842,327842,327842,327842,327842,327842,327842,327842,327842,327842,327842,327842,327842,327842,327842,327842,327842,327842,327842,327842,327842,327842,327842,327842,327842,327842,327842,327842
Marshall Islands,5,MHL,MHL,26423,65000,2.65,26423,3423483244,26423,26423,26423,26423,26423,26423,26423,26423,26423,26423,26423,26423,26423,26423,26423,26423,26423,26423,26423,26423,26423,26423,26423,26423,-45.23,26423,26423,26423,26423,26423,26423,26423,26423,26423,26423,26423,26423,26423,26423,26423,26423,26423,26423,26423,26423,26423,26423,26423,26423,26423,26423,26423,26423,26423,26423,26423,26423,26423,26423,26423,26423,26423,26423,26423,26423,26423,26423,26423,26423,26423,26423,26423,26423,26423,26423,26423,26423,26423,26423,26423,26423,26423,26423,26423,26423,26423
Mauritania,3,MRT,MRT,1404403,3129000,2.36,1404403,14973062716,1404403,1404403,1404403,1404403,1404403,1404403,1404403,1404403,1404403,1404403,1404403,1404403,1404403,1404403,1404403,1404403,1404403,1404403,1404403,1404403,1404403,1404403,1404403,1404403,-2.67,1404403,1404403,1404403,1404403,1404403,1404403,1404403,1404403,1404403,1404403,1404403,1404403,1404403,1404403,1404403,1404403,1404403,1404403,1404403,1404403,1404403,1404403,1404403,1404403,1404403,1404403,1404403,1404403,1404403,1404403,1404403,1404403,1404403,1404403,1404403,1404403,1404403,1404403,1404403,1404403,1404403,1404403,1404403,1404403,1404403,1404403,1404403,1404403,1404403,1404403,1404403,1404403,1404403,1404403,1404403,1404403,1404403,1404403,1404403,1404403,1404403
Mauritius,3,MUS,MUS,885461,1284000,1.09,885461,36097344732,885461,885461,885461,885461,885461,885461,885461,885461,885461,885461,885461,885461,885461,885461,885461,885461,885461,885461,885461,885461,885461,885461,885461,885461,15.63,885461,885461,885461,885461,885461,885461,885461,885461,885461,885461,885461,885461,885461,885461,885461,885461,885461,885461,885461,885461,885461,885461,885461,885461,885461,885461,885461,885461,885461,885461,885461,885461,885461,885461,885461,885461,885461,885461,885461,885461,885461,885461,885461,885461,885461,885461,885461,885461,885461,885461,885461,885461,885461,885461,885461,885461,885461,885461,885461,885461,885461
Mexico,4,MEX,MEX,60700000,111000000,1.78,60700000,3.22E+12,60700000,60700000,60700000,60700000,60700000,60700000,60700000,60700000,60700000,60700000,60700000,60700000,60700000,60700000,60700000,60700000,60700000,60700000,60700000,60700000,60700000,60700000,60700000,60700000,20.79,60700000,60700000,60700000,60700000,60700000,60700000,60700000,60700000,60700000,60700000,60700000,60700000,60700000,60700000,60700000,60700000,60700000,60700000,60700000,60700000,60700000,60700000,60700000,60700000,60700000,60700000,60700000,60700000,60700000,60700000,60700000,60700000,60700000,60700000,60700000,60700000,60700000,60700000,60700000,60700000,60700000,60700000,60700000,60700000,60700000,60700000,60700000,60700000,60700000,60700000,60700000,60700000,60700000,60700000,60700000,60700000,60700000,60700000,60700000,60700000,60700000
"Micronesia, Fed. Sts.",5,FSM,FSM,66222,108000,1.44,66222,1805036120,66222,66222,66222,66222,66222,66222,66222,66222,66222,66222,66222,66222,66222,66222,66222,66222,66222,66222,66222,66222,66222,66222,66222,66222,-26.8,66222,66222,66222,66222,66222,66222,66222,66222,66222,66222,66222,66222,66222,66222,66222,66222,66222,66222,66222,66222,66222,66222,66222,66222,66222,66222,66222,66222,66222,66222,66222,66222,66222,66222,66222,66222,66222,66222,66222,66222,66222,66222,66222,66222,66222,66222,66222,66222,66222,66222,66222,66222,66222,66222,66222,66222,66222,66222,66222,66222,66222
Moldova,1,MDA,MDA,3846519,4321000,0.34,3846519,25372271453,3846519,3846519,3846519,3846519,3846519,3846519,3846519,3846519,3846519,3846519,3846519,3846519,3846519,3846519,3846519,3846519,3846519,3846519,3846519,3846519,3846519,3846519,3846519,3846519,-11.37,3846519,3846519,3846519,3846519,3846519,3846519,3846519,3846519,3846519,3846519,3846519,3846519,3846519,3846519,3846519,3846519,3846519,3846519,3846519,3846519,3846519,3846519,3846519,3846519,3846519,3846519,3846519,3846519,3846519,3846519,3846519,3846519,3846519,3846519,3846519,3846519,3846519,3846519,3846519,3846519,3846519,3846519,3846519,3846519,3846519,3846519,3846519,3846519,3846519,3846519,3846519,3846519,3846519,3846519,3846519,3846519,3846519,3846519,3846519,3846519,3846519
Mongolia,2,MNG,MNG,1445600,3041000,2.19,1445600,32315283300,1445600,1445600,1445600,1445600,1445600,1445600,1445600,1445600,1445600,1445600,1445600,1445600,1445600,1445600,1445600,1445600,1445600,1445600,1445600,1445600,1445600,1445600,1445600,1445600,29.98,1445600,1445600,1445600,1445600,1445600,1445600,1445600,1445600,1445600,1445600,1445600,1445600,1445600,1445600,1445600,1445600,1445600,1445600,1445600,1445600,1445600,1445600,1445600,1445600,1445600,1445600,1445600,1445600,1445600,1445600,1445600,1445600,1445600,1445600,1445600,1445600,1445600,1445600,1445600,1445600,1445600,1445600,1445600,1445600,1445600,1445600,1445600,1445600,1445600,1445600,1445600,1445600,1445600,1445600,1445600,1445600,1445600,1445600,1445600,1445600,1445600
Montenegro,1,MNE,MNE,549000,672000,0.59,549000,14436363321,549000,549000,549000,549000,549000,549000,549000,549000,549000,549000,549000,549000,549000,549000,549000,549000,549000,549000,549000,549000,549000,549000,549000,549000,-10.37,549000,549000,549000,549000,549000,549000,549000,549000,549000,549000,549000,549000,549000,549000,549000,549000,549000,549000,549000,549000,549000,549000,549000,549000,549000,549000,549000,549000,549000,549000,549000,549000,549000,549000,549000,549000,549000,549000,549000,549000,549000,549000,549000,549000,549000,549000,549000,549000,549000,549000,549000,549000,549000,549000,549000,549000,549000,549000,549000,549000,549000
Morocco,3,MAR,MAR,17700000,31300000,1.68,17700000,3.91E+11,17700000,17700000,17700000,17700000,17700000,17700000,17700000,17700000,17700000,17700000,17700000,17700000,17700000,17700000,17700000,17700000,17700000,17700000,17700000,17700000,17700000,17700000,17700000,17700000,21.13,17700000,17700000,17700000,17700000,17700000,17700000,17700000,17700000,17700000,17700000,17700000,17700000,17700000,17700000,17700000,17700000,17700000,17700000,17700000,17700000,17700000,17700000,17700000,17700000,17700000,17700000,17700000,17700000,17700000,17700000,17700000,17700000,17700000,17700000,17700000,17700000,17700000,17700000,17700000,17700000,17700000,17700000,17700000,17700000,17700000,17700000,17700000,17700000,17700000,17700000,17700000,17700000,17700000,17700000,17700000,17700000,17700000,17700000,17700000,17700000,17700000
Mozambique,3,MOZ,MOZ,10400000,21900000,2.19,10400000,20386821891,10400000,10400000,10400000,10400000,10400000,10400000,10400000,10400000,10400000,10400000,10400000,10400000,10400000,10400000,10400000,10400000,10400000,10400000,10400000,10400000,10400000,10400000,10400000,10400000,7.01,10400000,10400000,10400000,10400000,10400000,10400000,10400000,10400000,10400000,10400000,10400000,10400000,10400000,10400000,10400000,10400000,10400000,10400000,10400000,10400000,10400000,10400000,10400000,10400000,10400000,10400000,10400000,10400000,10400000,10400000,10400000,10400000,10400000,10400000,10400000,10400000,10400000,10400000,10400000,10400000,10400000,10400000,10400000,10400000,10400000,10400000,10400000,10400000,10400000,10400000,10400000,10400000,10400000,10400000,10400000,10400000,10400000,10400000,10400000,10400000,10400000
Namibia,3,NAM,NAM,915325,2109000,2.45,915325,30953290881,915325,915325,915325,915325,915325,915325,915325,915325,915325,915325,915325,915325,915325,915325,915325,915325,915325,915325,915325,915325,915325,915325,915325,915325,3.44,915325,915325,915325,915325,915325,915325,915325,915325,915325,915325,915325,915325,915325,915325,915325,915325,915325,915325,915325,915325,915325,915325,915325,915325,915325,915325,915325,915325,915325,915325,915325,915325,915325,915325,915325,915325,915325,915325,915325,915325,915325,915325,915325,915325,915325,915325,915325,915325,915325,915325,915325,915325,915325,915325,915325,915325,915325,915325,915325,915325,915325
Nepal,2,NPL,NPL,13200000,28600000,2.27,13200000,93426316374,13200000,13200000,13200000,13200000,13200000,13200000,13200000,13200000,13200000,13200000,13200000,13200000,13200000,13200000,13200000,13200000,13200000,13200000,13200000,13200000,13200000,13200000,13200000,13200000,14.43,13200000,13200000,13200000,13200000,13200000,13200000,13200000,13200000,13200000,13200000,13200000,13200000,13200000,13200000,13200000,13200000,13200000,13200000,13200000,13200000,13200000,13200000,13200000,13200000,13200000,13200000,13200000,13200000,13200000,13200000,13200000,13200000,13200000,13200000,13200000,13200000,13200000,13200000,13200000,13200000,13200000,13200000,13200000,13200000,13200000,13200000,13200000,13200000,13200000,13200000,13200000,13200000,13200000,13200000,13200000,13200000,13200000,13200000,13200000,13200000,13200000
Netherlands,1,NLD,NLD,13700000,16700000,0.58,13700000,1.49E+12,13700000,13700000,13700000,13700000,13700000,13700000,13700000,13700000,13700000,13700000,13700000,13700000,13700000,13700000,13700000,13700000,13700000,13700000,13700000,13700000,13700000,13700000,13700000,13700000,26.59,13700000,13700000,13700000,13700000,13700000,13700000,13700000,13700000,13700000,13700000,13700000,13700000,13700000,13700000,13700000,13700000,13700000,13700000,13700000,13700000,13700000,13700000,13700000,13700000,13700000,13700000,13700000,13700000,13700000,13700000,13700000,13700000,13700000,13700000,13700000,13700000,13700000,13700000,13700000,13700000,13700000,13700000,13700000,13700000,13700000,13700000,13700000,13700000,13700000,13700000,13700000,13700000,13700000,13700000,13700000,13700000,13700000,13700000,13700000,13700000,13700000
New Zealand,5,NZL,NZL,3117800,4213000,0.89,3117800,2.79E+11,3117800,3117800,3117800,3117800,3117800,3117800,3117800,3117800,3117800,3117800,3117800,3117800,3117800,3117800,3117800,3117800,3117800,3117800,3117800,3117800,3117800,3117800,3117800,3117800,21.61,3117800,3117800,3117800,3117800,3117800,3117800,3117800,3117800,3117800,3117800,3117800,3117800,3117800,3117800,3117800,3117800,3117800,3117800,3117800,3117800,3117800,3117800,3117800,3117800,3117800,3117800,3117800,3117800,3117800,3117800,3117800,3117800,3117800,3117800,3117800,3117800,3117800,3117800,3117800,3117800,3117800,3117800,3117800,3117800,3117800,3117800,3117800,3117800,3117800,3117800,3117800,3117800,3117800,3117800,3117800,3117800,3117800,3117800,3117800,3117800,3117800
Nicaragua,4,NIC,NIC,2394899,5541000,2.47,2394899,42427581809,2394899,2394899,2394899,2394899,2394899,2394899,2394899,2394899,2394899,2394899,2394899,2394899,2394899,2394899,2394899,2394899,2394899,2394899,2394899,2394899,2394899,2394899,2394899,2394899,-1.95,2394899,2394899,2394899,2394899,2394899,2394899,2394899,2394899,2394899,2394899,2394899,2394899,2394899,2394899,2394899,2394899,2394899,2394899,2394899,2394899,2394899,2394899,2394899,2394899,2394899,2394899,2394899,2394899,2394899,2394899,2394899,2394899,2394899,2394899,2394899,2394899,2394899,2394899,2394899,2394899,2394899,2394899,2394899,2394899,2394899,2394899,2394899,2394899,2394899,2394899,2394899,2394899,2394899,2394899,2394899,2394899,2394899,2394899,2394899,2394899,2394899
Niger,3,NER,NER,5419038,15300000,3.05,5419038,16642719743,5419038,5419038,5419038,5419038,5419038,5419038,5419038,5419038,5419038,5419038,5419038,5419038,5419038,5419038,5419038,5419038,5419038,5419038,5419038,5419038,5419038,5419038,5419038,5419038,10.41,5419038,5419038,5419038,5419038,5419038,5419038,5419038,5419038,5419038,5419038,5419038,5419038,5419038,5419038,5419038,5419038,5419038,5419038,5419038,5419038,5419038,5419038,5419038,5419038,5419038,5419038,5419038,5419038,5419038,5419038,5419038,5419038,5419038,5419038,5419038,5419038,5419038,5419038,5419038,5419038,5419038,5419038,5419038,5419038,5419038,5419038,5419038,5419038,5419038,5419038,5419038,5419038,5419038,5419038,5419038,5419038,5419038,5419038,5419038,5419038,5419038
Nigeria,3,NGA,NGA,64400000,149000000,2.47,64400000,1.69E+11,64400000,64400000,64400000,64400000,64400000,64400000,64400000,64400000,64400000,64400000,64400000,64400000,64400000,64400000,64400000,64400000,64400000,64400000,64400000,64400000,64400000,64400000,64400000,64400000,18.6,64400000,64400000,64400000,64400000,64400000,64400000,64400000,64400000,64400000,64400000,64400000,64400000,64400000,64400000,64400000,64400000,64400000,64400000,64400000,64400000,64400000,64400000,64400000,64400000,64400000,64400000,64400000,64400000,64400000,64400000,64400000,64400000,64400000,64400000,64400000,64400000,64400000,64400000,64400000,64400000,64400000,64400000,64400000,64400000,64400000,64400000,64400000,64400000,64400000,64400000,64400000,64400000,64400000,64400000,64400000,64400000,64400000,64400000,64400000,64400000,64400000
Norway,1,NOR,NOR,4007313,4661000,0.44,4007313,6.73E+11,4007313,4007313,4007313,4007313,4007313,4007313,4007313,4007313,4007313,4007313,4007313,4007313,4007313,4007313,4007313,4007313,4007313,4007313,4007313,4007313,4007313,4007313,4007313,4007313,32.66,4007313,4007313,4007313,4007313,4007313,4007313,4007313,4007313,4007313,4007313,4007313,4007313,4007313,4007313,4007313,4007313,4007313,4007313,4007313,4007313,4007313,4007313,4007313,4007313,4007313,4007313,4007313,4007313,4007313,4007313,4007313,4007313,4007313,4007313,4007313,4007313,4007313,4007313,4007313,4007313,4007313,4007313,4007313,4007313,4007313,4007313,4007313,4007313,4007313,4007313,4007313,4007313,4007313,4007313,4007313,4007313,4007313,4007313,4007313,4007313,4007313
Oman,2,OMN,OMN,913285,2910000,3.41,913285,1.97E+11,913285,913285,913285,913285,913285,913285,913285,913285,913285,913285,913285,913285,913285,913285,913285,913285,913285,913285,913285,913285,913285,913285,913285,913285,28.16,913285,913285,913285,913285,913285,913285,913285,913285,913285,913285,913285,913285,913285,913285,913285,913285,913285,913285,913285,913285,913285,913285,913285,913285,913285,913285,913285,913285,913285,913285,913285,913285,913285,913285,913285,913285,913285,913285,913285,913285,913285,913285,913285,913285,913285,913285,913285,913285,913285,913285,913285,913285,913285,913285,913285,913285,913285,913285,913285,913285,913285
Pakistan,2,PAK,PAK,74700000,181000000,2.6,74700000,8.35E+11,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,18.37,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000
Palau,2,PLW,PLW,12838,21000,1.45,12838,1119203946,12838,12838,12838,12838,12838,12838,12838,12838,12838,12838,12838,12838,12838,12838,12838,12838,12838,12838,12838,12838,12838,12838,12838,12838,15.62,12838,12838,12838,12838,12838,12838,12838,12838,12838,12838,12838,12838,12838,12838,12838,12838,12838,12838,12838,12838,12838,12838,12838,12838,12838,12838,12838,12838,12838,12838,12838,12838,12838,12838,12838,12838,12838,12838,12838,12838,12838,12838,12838,12838,12838,12838,12838,12838,12838,12838,12838,12838,12838,12838,12838,12838,12838,12838,12838,12838,12838
Panama,4,PAN,PAN,1749172,3360000,1.92,1749172,64744724032,1749172,1749172,1749172,1749172,1749172,1749172,1749172,1749172,1749172,1749172,1749172,1749172,1749172,1749172,1749172,1749172,1749172,1749172,1749172,1749172,1749172,1749172,1749172,1749172,39.02,1749172,1749172,1749172,1749172,1749172,1749172,1749172,1749172,1749172,1749172,1749172,1749172,1749172,1749172,1749172,1749172,1749172,1749172,1749172,1749172,1749172,1749172,1749172,1749172,1749172,1749172,1749172,1749172,1749172,1749172,1749172,1749172,1749172,1749172,1749172,1749172,1749172,1749172,1749172,1749172,1749172,1749172,1749172,1749172,1749172,1749172,1749172,1749172,1749172,1749172,1749172,1749172,1749172,1749172,1749172,1749172,1749172,1749172,1749172,1749172,1749172
Papua New Guinea,5,PNG,PNG,2609796,5941000,2.42,2609796,25138451237,2609796,2609796,2609796,2609796,2609796,2609796,2609796,2609796,2609796,2609796,2609796,2609796,2609796,2609796,2609796,2609796,2609796,2609796,2609796,2609796,2609796,2609796,2609796,2609796,7.24,2609796,2609796,2609796,2609796,2609796,2609796,2609796,2609796,2609796,2609796,2609796,2609796,2609796,2609796,2609796,2609796,2609796,2609796,2609796,2609796,2609796,2609796,2609796,2609796,2609796,2609796,2609796,2609796,2609796,2609796,2609796,2609796,2609796,2609796,2609796,2609796,2609796,2609796,2609796,2609796,2609796,2609796,2609796,2609796,2609796,2609796,2609796,2609796,2609796,2609796,2609796,2609796,2609796,2609796,2609796,2609796,2609796,2609796,2609796,2609796,2609796
Paraguay,4,PRY,PRY,2852212,6291000,2.33,2852212,56452718068,2852212,2852212,2852212,2852212,2852212,2852212,2852212,2852212,2852212,2852212,2852212,2852212,2852212,2852212,2852212,2852212,2852212,2852212,2852212,2852212,2852212,2852212,2852212,2852212,15.71,2852212,2852212,2852212,2852212,2852212,2852212,2852212,2852212,2852212,2852212,2852212,2852212,2852212,2852212,2852212,2852212,2852212,2852212,2852212,2852212,2852212,2852212,2852212,2852212,2852212,2852212,2852212,2852212,2852212,2852212,2852212,2852212,2852212,2852212,2852212,2852212,2852212,2852212,2852212,2852212,2852212,2852212,2852212,2852212,2852212,2852212,2852212,2852212,2852212,2852212,2852212,2852212,2852212,2852212,2852212,2852212,2852212,2852212,2852212,2852212,2852212
Peru,4,PER,PER,15200000,28600000,1.86,15200000,5.17E+11,15200000,15200000,15200000,15200000,15200000,15200000,15200000,15200000,15200000,15200000,15200000,15200000,15200000,15200000,15200000,15200000,15200000,15200000,15200000,15200000,15200000,15200000,15200000,15200000,23.98,15200000,15200000,15200000,15200000,15200000,15200000,15200000,15200000,15200000,15200000,15200000,15200000,15200000,15200000,15200000,15200000,15200000,15200000,15200000,15200000,15200000,15200000,15200000,15200000,15200000,15200000,15200000,15200000,15200000,15200000,15200000,15200000,15200000,15200000,15200000,15200000,15200000,15200000,15200000,15200000,15200000,15200000,15200000,15200000,15200000,15200000,15200000,15200000,15200000,15200000,15200000,15200000,15200000,15200000,15200000,15200000,15200000,15200000,15200000,15200000,15200000
Philippines,2,PHL,PHL,44300000,98000000,2.34,44300000,5.4E+11,44300000,44300000,44300000,44300000,44300000,44300000,44300000,44300000,44300000,44300000,44300000,44300000,44300000,44300000,44300000,44300000,44300000,44300000,44300000,44300000,44300000,44300000,44300000,44300000,13.36,44300000,44300000,44300000,44300000,44300000,44300000,44300000,44300000,44300000,44300000,44300000,44300000,44300000,44300000,44300000,44300000,44300000,44300000,44300000,44300000,44300000,44300000,44300000,44300000,44300000,44300000,44300000,44300000,44300000,44300000,44300000,44300000,44300000,44300000,44300000,44300000,44300000,44300000,44300000,44300000,44300000,44300000,44300000,44300000,44300000,44300000,44300000,44300000,44300000,44300000,44300000,44300000,44300000,44300000,44300000,44300000,44300000,44300000,44300000,44300000,44300000
Poland,1,POL,POL,34000000,38500000,0.37,34000000,1.3E+12,34000000,34000000,34000000,34000000,34000000,34000000,34000000,34000000,34000000,34000000,34000000,34000000,34000000,34000000,34000000,34000000,34000000,34000000,34000000,34000000,34000000,34000000,34000000,34000000,19.95,34000000,34000000,34000000,34000000,34000000,34000000,34000000,34000000,34000000,34000000,34000000,34000000,34000000,34000000,34000000,34000000,34000000,34000000,34000000,34000000,34000000,34000000,34000000,34000000,34000000,34000000,34000000,34000000,34000000,34000000,34000000,34000000,34000000,34000000,34000000,34000000,34000000,34000000,34000000,34000000,34000000,34000000,34000000,34000000,34000000,34000000,34000000,34000000,34000000,34000000,34000000,34000000,34000000,34000000,34000000,34000000,34000000,34000000,34000000,34000000,34000000
Portugal,1,PRT,PRT,9411090,10700000,0.38,9411090,7.47E+11,9411090,9411090,9411090,9411090,9411090,9411090,9411090,9411090,9411090,9411090,9411090,9411090,9411090,9411090,9411090,9411090,9411090,9411090,9411090,9411090,9411090,9411090,9411090,9411090,11.12,9411090,9411090,9411090,9411090,9411090,9411090,9411090,9411090,9411090,9411090,9411090,9411090,9411090,9411090,9411090,9411090,9411090,9411090,9411090,9411090,9411090,9411090,9411090,9411090,9411090,9411090,9411090,9411090,9411090,9411090,9411090,9411090,9411090,9411090,9411090,9411090,9411090,9411090,9411090,9411090,9411090,9411090,9411090,9411090,9411090,9411090,9411090,9411090,9411090,9411090,9411090,9411090,9411090,9411090,9411090,9411090,9411090,9411090,9411090,9411090,9411090
Puerto Rico,4,PRI,PRI,2935124,3960000,0.88,2935124,2.02E+11,2935124,2935124,2935124,2935124,2935124,2935124,2935124,2935124,2935124,2935124,2935124,2935124,2935124,2935124,2935124,2935124,2935124,2935124,2935124,2935124,2935124,2935124,2935124,2935124,27.11,2935124,2935124,2935124,2935124,2935124,2935124,2935124,2935124,2935124,2935124,2935124,2935124,2935124,2935124,2935124,2935124,2935124,2935124,2935124,2935124,2935124,2935124,2935124,2935124,2935124,2935124,2935124,2935124,2935124,2935124,2935124,2935124,2935124,2935124,2935124,2935124,2935124,2935124,2935124,2935124,2935124,2935124,2935124,2935124,2935124,2935124,2935124,2935124,2935124,2935124,2935124,2935124,2935124,2935124,2935124,2935124,2935124,2935124,2935124,2935124,2935124
Qatar,2,QAT,QAT,169163,833000,4.69,169163,2.47E+11,169163,169163,169163,169163,169163,169163,169163,169163,169163,169163,169163,169163,169163,169163,169163,169163,169163,169163,169163,169163,169163,169163,169163,169163,63.41,169163,169163,169163,169163,169163,169163,169163,169163,169163,169163,169163,169163,169163,169163,169163,169163,169163,169163,169163,169163,169163,169163,169163,169163,169163,169163,169163,169163,169163,169163,169163,169163,169163,169163,169163,169163,169163,169163,169163,169163,169163,169163,169163,169163,169163,169163,169163,169163,169163,169163,169163,169163,169163,169163,169163,169163,169163,169163,169163,169163,169163
Romania,1,ROM,ROU,21200000,22000000,0.11,21200000,6.6E+11,21200000,21200000,21200000,21200000,21200000,21200000,21200000,21200000,21200000,21200000,21200000,21200000,21200000,21200000,21200000,21200000,21200000,21200000,21200000,21200000,21200000,21200000,21200000,21200000,10.64,21200000,21200000,21200000,21200000,21200000,21200000,21200000,21200000,21200000,21200000,21200000,21200000,21200000,21200000,21200000,21200000,21200000,21200000,21200000,21200000,21200000,21200000,21200000,21200000,21200000,21200000,21200000,21200000,21200000,21200000,21200000,21200000,21200000,21200000,21200000,21200000,21200000,21200000,21200000,21200000,21200000,21200000,21200000,21200000,21200000,21200000,21200000,21200000,21200000,21200000,21200000,21200000,21200000,21200000,21200000,21200000,21200000,21200000,21200000,21200000,21200000
Russia,1,RUS,RUS,134000000,140000000,0.13,134000000,4.64E+12,134000000,134000000,134000000,134000000,134000000,134000000,134000000,134000000,134000000,134000000,134000000,134000000,134000000,134000000,134000000,134000000,134000000,134000000,134000000,134000000,134000000,134000000,134000000,134000000,27.94,134000000,134000000,134000000,134000000,134000000,134000000,134000000,134000000,134000000,134000000,134000000,134000000,134000000,134000000,134000000,134000000,134000000,134000000,134000000,134000000,134000000,134000000,134000000,134000000,134000000,134000000,134000000,134000000,134000000,134000000,134000000,134000000,134000000,134000000,134000000,134000000,134000000,134000000,134000000,134000000,134000000,134000000,134000000,134000000,134000000,134000000,134000000,134000000,134000000,134000000,134000000,134000000,134000000,134000000,134000000,134000000,134000000,134000000,134000000,134000000,134000000
